team,player_name,shirt_name,kaggle_player_id,kaggle_match_score,market_value_eur
Cabo Verde,NUNO DA COSTA Nuno Miguel DA COSTA JOIA DA COSTA,COSTA,9819.0,100.0,100000.0
Cabo Verde,STEVEN MOREIRA Steven MOREIRA MOREIRA,MOREIRA,13216.0,100.0,25000.0
Cabo Verde,CJ DOS SANTOS Carlos Joaquim ANTUNES DOS SANTOS DOS SANTOS,SANTOS,697520.0,100.0,
Cabo Verde,WAGNER PINA Wagner Fabricio CARDOSO DE PINA WAGNER P.,P.,56727.0,100.0,250000.0
Cabo Verde,KELVIN PIRES Kelvin SPENCER PIRES KELVIN,KELVIN,13640.0,100.0,250000.0
Cabo Verde,HELIO VARELA Hélio Sandro OLIVEIRA ALVES VARELA HÉLIO,HÉLIO,840836.0,100.0,1200000.0
Canada,ST. CLAIR Dayne Dayne Tristan ST. CLAIR ST. CLAIR,CLAIR,339238.0,100.0,100000.0
Canada,JOHNSTON Alistair Alistair William JOHNSTON JOHNSTON,JOHNSTON,213114.0,100.0,125000.0
Canada,JONES Al,JONES,1321.0,100.0,600000.0
Canada,DE FOUGEROLLES Luc Luc ROLLET DE FOUGEROLLES DE FOUGEROLLES,FOUGEROLLES,921995.0,100.0,300000.0
Canada,WATERMAN Joel Joel Robert WATERMAN WATERMAN,WATERMAN,4391.0,100.0,50000.0
Canada,CHOINIERE Mathieu Mathieu CHOINIÈRE CHOINIÈRE,CHOINIÈRE,589006.0,100.0,
Canada,EUSTAQUIO Stephen Stephen EUSTAQUIO EUSTÁQUIO,EUSTÁQUIO,512913.0,100.0,11000000.0
Canada,KONE Ismael Ismaël Kenneth Jordan KONE KONÉ,KONÉ,8552.0,100.0,150000.0
Canada,LARIN Cyle Cyle Christopher LARIN LARIN,LARIN,288855.0,100.0,350000.0
Canada,DAVID Jonathan Jonathan Christian DAVID J. DAVID,DAVID,773.0,100.0,250000.0
Canada,MILLAR Liam Liam Alan MILLAR MILLAR,MILLAR,36724.0,100.0,50000.0
Canada,OLUWASEYI Tani Tanitoluwa Oluwatimilehin OLUWASEYI OLUWASEYI,OLUWASEYI,972465.0,100.0,
Canada,CORNELIUS Derek Derek Austin CORNELIUS CORNELIUS,CORNELIUS,203412.0,100.0,400000.0
Canada,SHAFFELBURG Jacob Jacob Everett SHAFFELBURG SHAFFELBURG,SHAFFELBURG,637632.0,100.0,
Canada,BOMBITO Moise Moïse Bombito LUMPUNGU BOMBITO,BOMBITO,1089202.0,100.0,8000000.0
Canada,CREPEAU Maxime Maxime CRÉPEAU CRÉPEAU,CRÉPEAU,189014.0,100.0,
Canada,BUCHANAN Tajon Tajon Trevor BUCHANAN BUCHANAN,BUCHANAN,209582.0,100.0,75000.0
Canada,GOODMAN Owen Owen Olamidayo GOODMAN GOODMAN,GOODMAN,814848.0,100.0,150000.0
Canada,DAVIES Alphonso Alphonso Boyle DAVIES DAVIES,DAVIES,3869.0,100.0,250000.0
Canada,AHMED Ali Ali AHMED AHMED,AHMED,15409.0,100.0,150000.0
Canada,OSORIO Jonathan Jonathan OSORIO OSORIO,OSORIO,84133.0,100.0,175000.0
Canada,LARYEA Richie Richmond Mamah LARYEA LARYEA,LARYEA,417348.0,100.0,
Canada,SIGUR Niko Niko Kristian SIGUR SIGUR,SIGUR,1045375.0,100.0,
Canada,DAVID Promise Promise Oluwatobi Emmanuel DAVID PROMISE,PROMISE,33789.0,100.0,300000.0
Canada,SALIBA Nathan Nathan-Dylan SALIBA SALIBA,SALIBA,495666.0,100.0,90000000.0
Canada,NELSON Jayden Jayden NELSON NELSON,NELSON,2050.0,100.0,100000.0
Colombia,OSPINA David David OSPINA RAMIREZ OSPINA,OSPINA,73396.0,100.0,3000000.0
Colombia,MUNOZ Daniel Daniel MUÑOZ MEJIA D. MUÑOZ,MUÑOZ,75127.0,100.0,100000.0
Colombia,LUCUMI Jhon Jhon Janer LUCUMI BONILLA J. LUCUMI,LUCUMI,909360.0,100.0,
Colombia,ARIAS Santiago Santiago ARIAS NARANJO ARIAS,ARIAS,54330.0,100.0,
